0.7145403643	2465
0.7143127416	7589
0.7139208491	9347
0.7107729848	1163
0.7100370050	2838
0.7090777588	1537
0.7083694005	2320
0.7078001354	9047
0.7077558304	12419
0.7072096706	6135
0.7060163733	7475
0.7036356041	6540
0.7034068891	4846
0.7033401321	7939
0.7032639715	1304
0.7031020930	11258
0.7029691082	15223
0.7029691082	7058
0.7029678581	1712
0.7028812527	1636
0.7028654705	3860
0.7028637465	4154
0.7028341223	3983
0.7023109360	8059
0.7022334129	4668
0.7021207917	12652
0.7018037063	2911
0.7018037063	2256
0.7017833727	10279
0.7012181490	6832
0.7011036683	970
0.7009297377	629
0.7009101222	784
0.7008306938	3684
0.7006207917	162
0.7004121176	7031
0.7001344676	4489
0.7001190215	7770
0.6999888100	2322
0.6999592101	384
0.6998545318	10741
0.6995826011	12080
0.6995826011	5524
0.6994751917	9539
0.6993887716	2213
0.6992839533	7994
0.6987734845	9259
0.6987734845	8933
0.6987734845	5910
0.6987734845	5069
0.6987734845	4958
0.6987734845	2627
0.6987734845	1645
0.6987734845	840
0.6987007527	3941
0.6986954643	207
0.6985417252	4913
0.6984305473	6874
0.6984305473	1816
0.6983849595	5071
0.6981389993	10229
0.6981389993	6596
0.6981389993	3049
0.6981389993	1750
0.6981389993	1548
0.6981194064	4877
0.6980502934	1562
0.6979941834	9580
0.6979941834	4811
0.6979941834	3858
0.6979612723	8752
0.6979612723	443
0.6979414162	8890
0.6978974761	4551
0.6977239130	11515
0.6977239130	6621
0.6977239130	1334
0.6975459781	941
0.6971533204	1637
0.6969453368	7804
0.6969453368	7683
0.6969453368	900
0.6968174024	2715
0.6967324959	1487
0.6967061895	4082
0.6965454219	3003
0.6961820703	1079
0.6960223419	342
0.6956655271	4505
0.6954774991	4963
0.6950399658	3182
0.6949521868	3318
0.6947775806	10326
0.6947716023	2235
0.6947011405	8682
0.6946615904	1814
0.6945483221	6724
0.6944221993	8463
0.6944143480	4072
0.6943914448	955
0.6941040601	11297
0.6936654718	1547
0.6936558521	2114
0.6933879512	6089
0.6932369142	2204
0.6931889538	907
0.6930478527	6587
0.6930366018	8336
0.6930366018	8129
0.6930366018	1363
0.6929507909	3963
0.6928155501	13976
0.6928077381	10724
0.6928077381	1490
0.6927800794	1479
0.6925565965	3898
0.6923302311	4422
0.6921405130	6605
0.6921357103	2484
0.6921357103	1089
0.6920967552	5612
0.6920557536	4553
0.6919281248	2043
0.6919140112	15545
0.6919140112	4151
0.6919140112	3503
0.6918569286	9970
0.6917991324	661
0.6916035980	413
0.6915710876	3837
0.6915117854	6790
0.6915004633	2281
0.6914076799	4785
0.6912032752	5141
0.6912032752	1461
0.6910893920	1941
0.6910692094	5165
0.6909264807	5509
0.6908018076	4561
0.6905659884	2217
0.6904900403	9800
0.6904619035	128
0.6903621091	10995
0.6902101074	967
0.6901369383	5574
0.6901336599	7758
0.6901220082	4630
0.6898827535	5729
0.6896133494	1826
0.6893097780	7929
0.6892987626	2000
0.6892062679	6585
0.6891952949	8236
0.6889679135	3214
0.6889679135	1844
0.6889679135	1323
0.6885848075	8294
0.6885749789	5607
0.6884439371	2150
0.6883720718	12094
0.6882107287	1943
0.6881864433	11056
0.6881864433	1413
0.6881864433	6157
0.6881173421	9437
0.6879922115	2744
0.6879922115	903
0.6879922115	186
0.6879650235	3326
0.6876680073	1409
0.6873594172	4074
0.6871104942	6109
0.6870300577	1074
0.6869750308	180
0.6868202419	111
0.6867695035	2406
0.6866145135	809
0.6866145135	15558
0.6865317695	4122
0.6865140186	8533
0.6865140186	4643
0.6864929485	557
0.6864637734	1519
0.6862503123	6236
0.6862013143	3792
0.6861874221	1830
0.6860716500	2197
0.6860505453	11446
0.6860278836	5017
0.6859838529	2002
0.6858413318	7271
0.6858124942	8909
0.6857445347	1007
0.6857407255	4527
0.6853741703	3088
0.6853361397	3774
0.6851602150	7472
0.6850996666	5277
0.6850902480	2567
0.6850069378	8337
0.6849451781	3416
0.6849034424	4262
0.6848694347	3516
0.6848365444	6682
0.6847996009	2522
0.6846746683	5262
0.6846262789	10352
0.6843509564	1755
0.6838231330	1173
0.6838186619	5465
0.6838186619	2859
0.6837976381	5382
0.6837744497	4622
0.6837716753	3457
0.6837158254	5398
0.6836662341	688
0.6836662341	4669
0.6836662341	4610
0.6836181952	11118
0.6835623133	7853
0.6835045173	12486
0.6830053418	3971
0.6829238290	2916
0.6829109188	6615
0.6829109188	1709
0.6828132385	4045
0.6827313704	9307
0.6826566865	1863
0.6826139454	11008
0.6825881054	3115
0.6825488275	11810
0.6824522913	976
0.6823480621	3188
0.6822837258	2461
0.6822277888	6462
0.6821615116	473
0.6820334602	3744
0.6820334602	1209
0.6819261722	314
0.6816773743	2987
0.6816173627	12580
0.6814103451	10864
0.6814033358	277
0.6813785144	5049
0.6813768003	843
0.6812218143	1640
0.6811377930	6505
0.6809946301	7098
0.6809149357	7349
0.6808416825	12195
0.6808416825	12194
0.6807372031	5013
0.6806965954	6133
0.6806859573	8191
0.6806859573	3379
0.6805705588	5611
0.6804569406	2226
0.6804569406	1724
0.6803573969	1545
0.6802080641	1839
0.6800212435	963
0.6799073441	8276
0.6799073441	6414
0.6797273990	7429
0.6796081203	7104
0.6795929409	2510
0.6795929409	6935
0.6795652537	3373
0.6795598946	5619
0.6795598946	3494
0.6794583474	8013
0.6791547329	862
0.6790411485	3622
0.6789396676	1746
0.6789288364	6305
0.6789190055	2703
0.6787564233	6268
0.6785230900	11557
0.6784999242	4907
0.6784757915	77
0.6783993978	7091
0.6783698277	1589
0.6783119590	2864
0.6782492884	9942
0.6781454334	3331
0.6781007674	11034
0.6779663172	7094
0.6777517782	6592
0.6776428411	2408
0.6776140412	842
0.6775469043	4784
0.6775009553	7319
0.6774369193	2386
0.6771804751	2275
0.6771694883	1491
0.6770557025	2012
0.6770488787	1704
0.6768365821	7978
0.6768365821	6392
0.6768365821	758
0.6764874496	10707
0.6764874496	5892
0.6764874496	4832
0.6764874496	1660
0.6763946458	5453
0.6762769985	4285
0.6762150353	3343
0.6761402351	4863
0.6760229380	3822
0.6760229380	2791
0.6759261856	3194
0.6758048464	7421
0.6757219751	2287
0.6756816745	3461
0.6755241383	4782
0.6754392751	517
0.6754179429	3713
0.6754179429	2519
0.6753594277	3109
0.6752806447	7873
0.6749020084	660
0.6748845969	3979
0.6748716779	6016
0.6748633945	1772
0.6748391027	951
0.6748221620	3769
0.6745671867	6338
0.6744577927	2216
0.6743166861	1866
0.6742911713	817
0.6742634890	4519
0.6740095361	5354
0.6737630614	5768
0.6737410023	5426
0.6736504718	6192
0.6734967189	5123
0.6734632918	7910
0.6731123025	4831
0.6727875508	3032
0.6724416575	1036
0.6724402449	5046
0.6724402449	4130
0.6724402449	3136
0.6724399809	1948
0.6722741906	7599
0.6721848758	1328
0.6721657654	3952
0.6721164263	8821
0.6720584008	5404
0.6720048243	3453
0.6719946587	6189
0.6719946587	5328
0.6719946587	3555
0.6718660786	757
0.6717514215	3183
0.6717367354	4865
0.6716625999	3185
0.6715730070	6993
0.6714142106	13401
0.6713758678	7352
0.6713758678	1506
0.6712756347	1417
0.6712261092	8798
0.6712261092	2899
0.6712209154	4408
0.6712127645	2089
0.6710509150	3493
0.6710405937	4401
0.6709942193	185
0.6705725802	1354
0.6704691167	4066
0.6703508789	1411
0.6703409550	4218
0.6699741628	3628
0.6697944575	1743
0.6696984962	1597
0.6696859585	2649
0.6696435049	2994
0.6692130336	5117
0.6689682391	4405
0.6689682391	3164
0.6689682391	3017
0.6687544187	2331
0.6687544187	648
0.6686933809	3845
0.6685520794	10120
0.6681377139	5214
0.6681179601	1892
0.6680382636	9009
0.6679395789	7756
0.6678541507	10641
0.6678541507	2659
0.6678541507	1738
0.6678541507	100
0.6678297244	2504
0.6675338452	5698
0.6675338452	3850
0.6674999229	891
0.6672970339	953
0.6672215752	298
0.6670035185	4400
0.6669562926	1097
0.6666124274	549
0.6664245825	5662
0.6663745941	5391
0.6663732302	4805
0.6663045063	8565
0.6662884669	5056
0.6662746125	1643
0.6662732302	1542
0.6662677728	4925
0.6661466652	4320
0.6661249643	229
0.6661229421	4883
0.6659557845	1327
0.6656494562	644
0.6656366490	3653
0.6656017291	3606
0.6655688266	5230
0.6655549085	325
0.6654306879	5189
0.6652365306	14
0.6651258934	5727
0.6650463195	7139
0.6650463195	6083
0.6648170137	884
0.6647401982	761
0.6647238079	2598
0.6646903073	14219
0.6646486523	1695
0.6643640212	3189
0.6643398368	3723
0.6641678804	7909
0.6641257168	2407
0.6640384362	2798
0.6639555824	3649
0.6638619900	1955
0.6638619900	318
0.6637452897	1064
0.6637180685	2853
0.6636133042	2757
0.6635600463	839
0.6635054821	2693
0.6631974534	1902
0.6626232790	7432
0.6623239575	1367
0.6622693177	3920
0.6619545467	3706
0.6617350311	7210
0.6617329154	4390
0.6616754509	590
0.6615885785	4429
0.6615258861	5773
0.6615186663	4195
0.6613059224	1113
0.6612828802	12847
0.6612622509	6144
0.6611463090	2804
0.6610512885	2313
0.6608114575	1314
0.6608013614	6520
0.6607153801	3129
0.6606719368	5248
0.6606141943	1153
0.6604564828	4286
0.6600889794	6038
0.6600889794	3384
0.6600769449	7885
0.6599332977	764
0.6598206626	2195
0.6597186850	1554
0.6594702617	1353
0.6594321423	6302
0.6591423868	1129
0.6591222805	4517
0.6590818022	4096
0.6589254654	52
0.6589254654	3834
0.6589254654	1255
0.6586753936	368
0.6586494135	5370
0.6585492055	5897
0.6583407620	3857
0.6583134460	3647
0.6583030557	1500
0.6583013546	49
0.6580783203	1174
0.6580702700	4335
0.6580702700	5467
0.6580402066	3107
0.6580023604	4384
0.6579501720	3688
0.6576833530	8
0.6576313874	3593
0.6574769013	9642
0.6571980956	4704
0.6571901266	956
0.6571606979	2985
0.6570599818	4950
0.6569556036	431
0.6568572765	6264
0.6568000508	1014
0.6567705587	2886
0.6566935415	2846
0.6565749085	3596
0.6564858504	1237
